,Unnamed: 0_x,track_id,artists,album_name,track_name,popularity,duration_ms,explicit_x,danceability_x,energy_x,key_x,loudness_x,mode_x,speechiness_x,acousticness_x,instrumentalness_x,liveness_x,valence_x,tempo_x,time_signature,track_genre,Unnamed: 0_y,album_id,youtube_id,duration,explicit_y,preview,key_y,mode_y,acousticness_y,danceability_y,energy_y,instrumentalness_y,liveness_y,loudness_y,speechiness_y,valence_y,tempo_y,Album Rating
123,11218,6bGMSP3H9YqkmaLnaJTIoF,Adele,30,Hold On,68,366004,False,0.366,0.364,0,-7.814,1,0.0433,0.858,1.15e-05,0.165,0.459,165.902,4,british,30175,21jF5jlMtzo94wbxmJ18aa,_U9yVOT8VC8,366004.0,0.0,https://p.scdn.co/mp3-preview/d3013fa76eed8c1c35af2b2d749aced78c0ab699?cid=511f219d36aa49ae99789b1efd2c51c8,0.0,1.0,0.858,0.366,0.364,1.15e-05,0.165,-7.814,0.0433,0.459,165.902,71.5
124,11258,2c6xRsQBv7pynuhYhWoHxo,Adele,30,Woman Like Me,65,300247,False,0.594,0.37,4,-10.561,0,0.173,0.749,3.2e-05,0.132,0.329,145.601,4,british,30174,21jF5jlMtzo94wbxmJ18aa,_U9yVOT8VC8,300247.0,0.0,https://p.scdn.co/mp3-preview/f5813e655680fdbb49d9422464ef3540d4b8c69a?cid=511f219d36aa49ae99789b1efd2c51c8,4.0,0.0,0.749,0.594,0.37,3.2e-05,0.132,-10.561,0.173,0.329,145.601,71.5
125,11723,3aLq93pLZHx25jcFhfbEee,Michael Kiwanuka,KIWANUKA,Solid Ground,54,233053,False,0.398,0.176,2,-8.68,0,0.0311,0.743,0.00509,0.118,0.0691,139.941,4,british,26353,1yIqauTni1V7l7djYAKSsZ,4pRxNcHyxKQ,233053.0,0.0,,2.0,0.0,0.743,0.398,0.176,0.00509,0.118,-8.68,0.0311,0.0691,139.941,54.0
126,11827,4439aAX3jNkNKx1ygUr9WC,Laura Marling,Song For Our Daughter,For You,52,237228,False,0.553,0.104,0,-16.152,1,0.0372,0.947,1.2e-05,0.0984,0.186,97.067,4,british,27764,0ubXthGSkZfe30Nuj91lcu,ddy8WPKFDb4,237228.0,0.0,https://p.scdn.co/mp3-preview/4927768339ac6b78aa215d3b270fff5663272056?cid=511f219d36aa49ae99789b1efd2c51c8,0.0,1.0,0.947,0.553,0.104,1.2e-05,0.0984,-16.152,0.0372,0.186,97.067,52.0
127,15521,05ZUxHiGT7VR6ShJjhwJxn,Beach Fossils,Somersault,Down the Line,67,158474,False,0.615,0.743,7,-6.569,1,0.041,0.237,0.00431,0.148,0.528,162.22,4,chill,21632,2d7uieZPQtrUi5AQXwdsYV,vQAKOLE_JR4,158474.0,0.0,https://p.scdn.co/mp3-preview/d3333031c0e07227f014b1fe9b349a14f3dc4f4f?cid=511f219d36aa49ae99789b1efd2c51c8,7.0,1.0,0.237,0.615,0.743,0.00431,0.148,-6.569,0.041,0.528,162.22,63.0
128,15581,6XyjwF7CAwuEaW77noJr6I,Beach Fossils,Clash the Truth,Sleep Apnea,63,146293,False,0.553,0.685,2,-10.624,1,0.0266,0.145,0.859,0.138,0.491,79.998,4,chill,10219,4qC8mysA680i7chkL3JQQw,KbSMVxEPb-8,146293.0,0.0,https://p.scdn.co/mp3-preview/4cea6dca3e788c6552cca7c5dc49983c91525a44?cid=511f219d36aa49ae99789b1efd2c51c8,2.0,1.0,0.145,0.553,0.685,0.859,0.138,-10.624,0.0266,0.491,79.998,63.0
129,15794,2lwi35A2ym3FAmSlvOGnQp,Unknown Mortal Orchestra,II,So Good At Being in Trouble,67,230146,False,0.829,0.435,0,-10.136,1,0.0515,0.0363,0.881,0.119,0.594,103.817,4,chill,9907,2UrexGLK8RBKbv07j7ui19,1WnqvDivfDg,230146.0,0.0,https://p.scdn.co/mp3-preview/309ce4034eadf47b19dc516e73b62642dc4bf4b0?cid=511f219d36aa49ae99789b1efd2c51c8,0.0,1.0,0.0363,0.829,0.435,0.881,0.119,-10.136,0.0515,0.594,103.817,63.0
130,15823,3bBmpVl9rQKJsFFGLFilIS,Blood Orange,Negro Swan,Charcoal Baby,66,242341,False,0.622,0.46,7,-8.389,0,0.0372,0.14,0.000369,0.119,0.514,183.241,4,chill,24082,7bvmGyFDwpHNRRRZJ0AHvn,KMc_N5ziha0,242341.0,0.0,https://p.scdn.co/mp3-preview/4588dfd3c12ea79e54ea45e256daa913246006ea?cid=511f219d36aa49ae99789b1efd2c51c8,7.0,0.0,0.14,0.622,0.46,0.000369,0.119,-8.389,0.0372,0.514,183.241,66.0
131,15867,6AAYNz8jXvVlgG9IpYi42Z,Unknown Mortal Orchestra,Sex & Food,Hunnybee,65,268333,False,0.956,0.377,6,-7.965,1,0.0804,0.566,0.414,0.313,0.566,119.993,4,chill,23582,2swiA7ANSFyAHKJhkD4mNR,nsO2-Pwoa5s,268333.0,0.0,https://p.scdn.co/mp3-preview/2ef26f8f94759033dce3e29b98a70d5caea2c2dc?cid=511f219d36aa49ae99789b1efd2c51c8,6.0,1.0,0.566,0.956,0.377,0.414,0.313,-7.965,0.0804,0.566,119.993,65.0
132,17059,2jJIxT6WAIVWzDo3Ou53Q0,Gesaffelstein,Aleph,Pursuit,51,247603,False,0.682,0.934,7,-4.822,1,0.0741,0.0619,0.926,0.106,0.0708,108.982,3,club,9618,3MiiF9utmtGnLVITgl0JP7,v7F2qoZkNIo,247603.0,0.0,https://p.scdn.co/mp3-preview/264fdf7817872d99a34905674ed56bc23953aee4?cid=511f219d36aa49ae99789b1efd2c51c8,7.0,1.0,0.0619,0.682,0.934,0.926,0.106,-4.822,0.0741,0.0708,108.982,43.3
133,17088,6GoLARmR2OZl2EldehFrsA,SOPHIE,OIL OF EVERY PEARL'S UN-INSIDES,Immaterial,53,232806,False,0.776,0.717,2,-4.897,1,0.0836,0.115,0.00755,0.327,0.828,139.995,4,club,21951,4z3YbEkKWwiIMSJTWUQbTH,XyB3yOo81cU,232806.0,0.0,https://p.scdn.co/mp3-preview/7a9acbdf5f1a9bae9804894ec2c4ac914db7d465?cid=511f219d36aa49ae99789b1efd2c51c8,2.0,1.0,0.115,0.776,0.717,0.00755,0.327,-4.897,0.0836,0.828,139.995,44.8
134,17105,7nyprGzLfhdp0zJfa0peji,Gesaffelstein,Aleph,Obsession,45,249373,False,0.7,0.712,8,-4.553,1,0.0397,0.00062,0.0404,0.374,0.0883,100.968,4,club,9621,3MiiF9utmtGnLVITgl0JP7,v7F2qoZkNIo,249373.0,0.0,https://p.scdn.co/mp3-preview/05971b936d1b89395696f9898b81e1794d244a1e?cid=511f219d36aa49ae99789b1efd2c51c8,8.0,1.0,0.00062,0.7,0.712,0.0404,0.374,-4.553,0.0397,0.0883,100.968,43.3
135,17106,5Ub5SzOZ2kGwoazjnQSfdS,Gesaffelstein,Aleph,Destinations,46,216720,False,0.801,0.551,10,-11.19,0,0.208,0.189,0.67,0.315,0.19,102.014,4,club,9620,3MiiF9utmtGnLVITgl0JP7,v7F2qoZkNIo,216720.0,0.0,https://p.scdn.co/mp3-preview/145d1f53893ca2ccbae432878da1387a1a5497e0?cid=511f219d36aa49ae99789b1efd2c51c8,10.0,0.0,0.189,0.801,0.551,0.67,0.315,-11.19,0.208,0.19,102.014,43.3
136,17114,0hp5IJ83YpnglsrvGfIhIN,Arca,KICK ii,Rakata,60,151531,False,0.581,0.844,5,-6.64,0,0.0595,0.0855,0.0,0.224,0.546,93.963,4,club,28299,1Vg5v9M0afj5sIl1ndRXzy,D-R_7gVb6lY,151531.0,0.0,https://p.scdn.co/mp3-preview/b3eaffb201eab9f50fa18ddf02dae508df73d952?cid=511f219d36aa49ae99789b1efd2c51c8,5.0,0.0,0.0855,0.581,0.844,0.0,0.224,-6.64,0.0595,0.546,93.963,51.2
137,17122,7I8UTLiBA1ptFm04WulwhH,Arca,KICK ii,Prada,58,163348,False,0.619,0.712,4,-6.893,0,0.0328,0.103,0.0,0.24,0.35,95.025,4,club,28298,1Vg5v9M0afj5sIl1ndRXzy,D-R_7gVb6lY,163348.0,0.0,https://p.scdn.co/mp3-preview/fddf1006071e7ef577f70dff3b0f82f2ae28517a?cid=511f219d36aa49ae99789b1efd2c51c8,4.0,0.0,0.103,0.619,0.712,0.0,0.24,-6.893,0.0328,0.35,95.025,51.2
138,17130,0y4YmA9UGpQnWdIFbWBHu0,SOPHIE,OIL OF EVERY PEARL'S UN-INSIDES,Faceshopping,47,236937,False,0.636,0.441,1,-7.273,1,0.247,0.0528,0.00152,0.0684,0.304,114.045,4,club,21946,4z3YbEkKWwiIMSJTWUQbTH,XyB3yOo81cU,236937.0,0.0,https://p.scdn.co/mp3-preview/b0c62636936fad1421772e7e7d2180c288330831?cid=511f219d36aa49ae99789b1efd2c51c8,1.0,1.0,0.0528,0.636,0.441,0.00152,0.0684,-7.273,0.247,0.304,114.045,44.8
139,17165,7Jlqg70T1RhZICoFJmj1Bm,Gesaffelstein,Aleph,Hate or Glory,44,288786,False,0.699,0.824,2,-5.176,1,0.0664,0.00741,0.939,0.198,0.0895,102.987,4,club,9627,3MiiF9utmtGnLVITgl0JP7,v7F2qoZkNIo,288786.0,0.0,https://p.scdn.co/mp3-preview/cee9ef6ca50f3d5401768b32653f9339993d78fb?cid=511f219d36aa49ae99789b1efd2c51c8,2.0,1.0,0.00741,0.699,0.824,0.939,0.198,-5.176,0.0664,0.0895,102.987,43.3
140,17169,30lIB7UwSLy5qgkfYZEtB1,SOPHIE,OIL OF EVERY PEARL'S UN-INSIDES,Ponyboy,44,194437,False,0.823,0.381,1,-7.372,1,0.0889,0.000497,0.000542,0.14,0.46,107.996,4,club,21945,4z3YbEkKWwiIMSJTWUQbTH,XyB3yOo81cU,194437.0,0.0,https://p.scdn.co/mp3-preview/4a95f06a8b8d12d458599c5f89241770dbae4272?cid=511f219d36aa49ae99789b1efd2c51c8,1.0,1.0,0.000497,0.823,0.381,0.000542,0.14,-7.372,0.0889,0.46,107.996,44.8
141,17181,0TcbMBsLnhquWjhsxIN1BW,Arca,KICK ii,Tiro,56,138630,False,0.748,0.864,1,-7.535,1,0.0705,0.134,0.0,0.252,0.793,98.035,4,club,28300,1Vg5v9M0afj5sIl1ndRXzy,D-R_7gVb6lY,138630.0,0.0,https://p.scdn.co/mp3-preview/66875d0d68c1b50591c8682d90906230d80a74c0?cid=511f219d36aa49ae99789b1efd2c51c8,1.0,1.0,0.134,0.748,0.864,0.0,0.252,-7.535,0.0705,0.793,98.035,51.2
142,17217,7nKiLyUUSbNUwaoMBzBeQO,SOPHIE,OIL OF EVERY PEARL'S UN-INSIDES,It's Okay To Cry,44,230624,False,0.579,0.232,8,-18.228,1,0.0434,0.395,0.0553,0.344,0.2,127.151,4,club,21944,4z3YbEkKWwiIMSJTWUQbTH,XyB3yOo81cU,230624.0,0.0,https://p.scdn.co/mp3-preview/9ba2cb68fe23288ead701f4da1ca8eeb53c49fe0?cid=511f219d36aa49ae99789b1efd2c51c8,8.0,1.0,0.395,0.579,0.232,0.0553,0.344,-18.228,0.0434,0.2,127.151,44.8
143,17222,4I4p4iwxzFzdiz1WOZdZk7,Arca,KICK ii,Luna Llena,52,199000,False,0.689,0.605,4,-7.42,0,0.0737,0.0799,0.0685,0.191,0.162,96.991,4,club,28301,1Vg5v9M0afj5sIl1ndRXzy,D-R_7gVb6lY,199000.0,0.0,https://p.scdn.co/mp3-preview/77ef2f2ae05b551aa06a37ce44d50b3fc9efdc19?cid=511f219d36aa49ae99789b1efd2c51c8,4.0,0.0,0.0799,0.689,0.605,0.0685,0.191,-7.42,0.0737,0.162,96.991,51.2
144,17250,1LzvuqP3L5Q7G61kUBgfCJ,SOPHIE,VYZEE,VYZEE,49,202531,False,0.891,0.571,11,-5.568,0,0.332,0.147,0.0,0.715,0.733,129.994,4,club,15255,619AAL08eHbip6ce8Jixbe,y-BGmO5CeHc,202531.0,0.0,https://p.scdn.co/mp3-preview/630f1c8943b67de90ba2c2b85afdf8660e16c482?cid=511f219d36aa49ae99789b1efd2c51c8,11.0,0.0,0.147,0.891,0.571,0.0,0.715,-5.568,0.332,0.733,129.994,49.0
145,17256,292h0AOEEmddv9wIWnrDl4,SOPHIE,OIL OF EVERY PEARL'S UN-INSIDES,Is It Cold In The Water?,43,212213,False,0.233,0.39,0,-6.943,0,0.0336,0.000781,0.000228,0.141,0.0565,159.667,4,club,21947,4z3YbEkKWwiIMSJTWUQbTH,XyB3yOo81cU,212213.0,0.0,https://p.scdn.co/mp3-preview/d451b6615495585591dda26fb522e81b414fe883?cid=511f219d36aa49ae99789b1efd2c51c8,0.0,0.0,0.000781,0.233,0.39,0.000228,0.141,-6.943,0.0336,0.0565,159.667,44.8
146,17307,0qJtV82bKOgB2kvfa8IrZp,A. G. Cook;Cecile Believe,7G,Show Me What,47,169500,False,0.755,0.433,4,-4.703,0,0.287,0.431,0.0,0.0903,0.605,160.052,4,club,29129,16NHNs15w1bpkFiBOUgDaB,0pq71XoRcgw,169500.0,0.0,https://p.scdn.co/mp3-preview/f3b888836b9970a4bf87713c903026c86754c214?cid=511f219d36aa49ae99789b1efd2c51c8,4.0,0.0,0.431,0.755,0.433,0.0,0.0903,-4.703,0.287,0.605,160.052,40.2
147,17465,7sy4upvDMtpz0jDCech44W,A. G. Cook,7G,2021,45,116142,False,0.588,0.545,1,-11.115,1,0.0667,0.119,0.0,0.266,0.22,140.065,4,club,29124,16NHNs15w1bpkFiBOUgDaB,0pq71XoRcgw,116142.0,0.0,https://p.scdn.co/mp3-preview/94f41bf63e2644bd8760a8f9f43bbb3c7d240fb2?cid=511f219d36aa49ae99789b1efd2c51c8,1.0,1.0,0.119,0.588,0.545,0.0,0.266,-11.115,0.0667,0.22,140.065,40.2
148,17540,5wXyMkBT8qNpAwAsYC2nLW,The Magnetic Fields,50 Song Memoir,'74: No,21,176426,False,0.275,0.439,0,-8.169,1,0.0281,0.895,0.0824,0.166,0.406,150.66,4,club,21309,2b3JjOvKw9UN47ND80Tvri,KFGo3SWOlKo,176426.0,0.0,https://p.scdn.co/mp3-preview/e1d1131159a0b1360b6599a445580db7317552df?cid=511f219d36aa49ae99789b1efd2c51c8,0.0,1.0,0.895,0.275,0.439,0.0824,0.166,-8.169,0.0281,0.406,150.66,21.0
149,17603,0hLgXCcfChXIcOnSSCk4Jz,Gesaffelstein,Aleph,Hellifornia,39,220813,False,0.537,0.784,5,-3.734,1,0.0329,9.01e-06,0.288,0.101,0.0384,93.988,4,club,9622,3MiiF9utmtGnLVITgl0JP7,v7F2qoZkNIo,220813.0,0.0,https://p.scdn.co/mp3-preview/8f3bb1a946f7bc97a1c91a949635c214c2f2be2b?cid=511f219d36aa49ae99789b1efd2c51c8,5.0,1.0,9.01e-06,0.537,0.784,0.288,0.101,-3.734,0.0329,0.0384,93.988,43.3
150,17605,68RqzBNbrTlT5RPygZM4BM,SOPHIE,OIL OF EVERY PEARL'S UN-INSIDES,Infatuation,38,280286,False,0.355,0.335,7,-10.414,0,0.0357,0.195,0.0208,0.122,0.0395,74.533,4,club,21948,4z3YbEkKWwiIMSJTWUQbTH,XyB3yOo81cU,280286.0,0.0,https://p.scdn.co/mp3-preview/48a264961ca56f49e0e0fff82025e1ad492ddef1?cid=511f219d36aa49ae99789b1efd2c51c8,7.0,0.0,0.195,0.355,0.335,0.0208,0.122,-10.414,0.0357,0.0395,74.533,44.8
151,17619,1UHEmEQTc1opwPPHpk9Zek,Arca;Sia,KICK ii,Born Yesterday,39,198529,False,0.402,0.646,1,-8.087,0,0.0498,0.0516,0.0,0.12,0.0956,144.93,4,club,28307,1Vg5v9M0afj5sIl1ndRXzy,D-R_7gVb6lY,198529.0,0.0,https://p.scdn.co/mp3-preview/3dbdbbf697002767189ad01eb64a590a39243422?cid=511f219d36aa49ae99789b1efd2c51c8,1.0,0.0,0.0516,0.402,0.646,0.0,0.12,-8.087,0.0498,0.0956,144.93,51.2
152,17663,7jckam3u2rKAPqwscTcBY1,A. G. Cook,7G,Silver,40,122526,False,0.462,0.69,5,-7.192,1,0.0331,0.348,0.143,0.106,0.709,94.961,4,club,29090,16NHNs15w1bpkFiBOUgDaB,0pq71XoRcgw,122526.0,0.0,https://p.scdn.co/mp3-preview/54c9f75f851eb6c92a7a6101112b3c7cb1aa703b?cid=511f219d36aa49ae99789b1efd2c51c8,5.0,1.0,0.348,0.462,0.69,0.143,0.106,-7.192,0.0331,0.709,94.961,40.2
153,17670,4wSMi5urWxpBPbnWqfI1Ht,Andy Stott,Faith in Strangers,Faith in Strangers,45,389186,False,0.657,0.692,7,-10.121,1,0.0526,0.0286,0.894,0.11,0.164,136.995,4,club,13656,1BzMONuUlgUnqOrg2aQeAY,Zfwb4JxJU7M,389186.0,0.0,https://p.scdn.co/mp3-preview/62279a4e8ee8b489f8925c9c77e046fae3756d48?cid=511f219d36aa49ae99789b1efd2c51c8,7.0,1.0,0.0286,0.657,0.692,0.894,0.11,-10.121,0.0526,0.164,136.995,45.0
154,17759,0PKAeFJSAMQoawJx1KploR,Arca,KICK ii,Lethargy,42,127564,False,0.66,0.826,6,-9.684,0,0.446,0.0229,0.0127,0.413,0.528,83.029,4,club,28302,1Vg5v9M0afj5sIl1ndRXzy,D-R_7gVb6lY,127564.0,0.0,https://p.scdn.co/mp3-preview/662822c41e8ca07a853f949d22782a912ec68819?cid=511f219d36aa49ae99789b1efd2c51c8,6.0,0.0,0.0229,0.66,0.826,0.0127,0.413,-9.684,0.446,0.528,83.029,51.2
155,17802,76JjZ1DCmW8ROUb4KpHelZ,A. G. Cook,7G,Windows,29,279905,False,0.655,0.488,11,-6.36,1,0.0376,0.82,0.321,0.113,0.398,105.953,4,club,29107,16NHNs15w1bpkFiBOUgDaB,0pq71XoRcgw,279905.0,0.0,https://p.scdn.co/mp3-preview/74a340e44f6651ac155936e1034ee9d2fa430f9d?cid=511f219d36aa49ae99789b1efd2c51c8,11.0,1.0,0.82,0.655,0.488,0.321,0.113,-6.36,0.0376,0.398,105.953,40.2
156,17806,5do4uP7PRNeqZ1qDvDH5II,Gesaffelstein,Aleph,Trans,35,273600,False,0.669,0.924,9,-4.699,1,0.055,0.000108,0.898,0.123,0.0662,107.035,4,club,9629,3MiiF9utmtGnLVITgl0JP7,v7F2qoZkNIo,273600.0,0.0,https://p.scdn.co/mp3-preview/40840797cc3eb5279fc6b44b13caa8b5e32c87b1?cid=511f219d36aa49ae99789b1efd2c51c8,9.0,1.0,0.000108,0.669,0.924,0.898,0.123,-4.699,0.055,0.0662,107.035,43.3
157,17832,5ITulM2hyTM1lRVRrw4iLa,Fire-Toolz,Eternal Home,Yearning = Alchemical Fire,16,158806,False,0.454,0.969,5,-7.841,1,0.044,0.0973,0.924,0.0999,0.19,136.985,4,club,31603,4ZyfutgwGoPLRNkJqVidZ2,WxdzDxf0I0k,158806.0,0.0,https://p.scdn.co/mp3-preview/39aba5c982c0d1f06e3e5edb741d645fb1b51419?cid=511f219d36aa49ae99789b1efd2c51c8,5.0,1.0,0.0973,0.454,0.969,0.924,0.0999,-7.841,0.044,0.19,136.985,15.5
158,17998,4RoblsWbf7A2wj2x91N9lb,Fire-Toolz,Eternal Home,Shenpa Indicator Light!!!,15,145403,False,0.357,0.882,0,-7.669,0,0.119,0.00267,0.626,0.239,0.291,114.43,4,club,31604,4ZyfutgwGoPLRNkJqVidZ2,WxdzDxf0I0k,145403.0,0.0,https://p.scdn.co/mp3-preview/1a934298d50ff1d4d1f04c71e1990e3198214ab5?cid=511f219d36aa49ae99789b1efd2c51c8,0.0,0.0,0.00267,0.357,0.882,0.626,0.239,-7.669,0.119,0.291,114.43,15.5
159,18005,7MkysLvt3L8UFji2PceoFU,Lil Dicky;Brendon Urie,Professional Rapper,Molly (feat. Brendon Urie of Panic at the Disco),66,244339,True,0.829,0.514,7,-6.694,1,0.037,0.203,0.000157,0.115,0.397,114.955,4,comedy,14355,7IhHBoBPWlCSrr8DCmP5ot,swQI_FNyS6M,244339.0,1.0,https://p.scdn.co/mp3-preview/4f54b3e581142b849ae2af19c2df84e8a54f378a?cid=511f219d36aa49ae99789b1efd2c51c8,7.0,1.0,0.203,0.829,0.514,0.000157,0.115,-6.694,0.037,0.397,114.955,56.4
160,18006,1TkWsnheqK0gBtvh07BtNX,Lil Dicky;Fetty Wap;Rich Homie Quan,Professional Rapper,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),64,290835,True,0.858,0.697,2,-5.361,1,0.23,0.114,0.0,0.224,0.364,98.013,4,comedy,14358,7IhHBoBPWlCSrr8DCmP5ot,swQI_FNyS6M,290835.0,1.0,https://p.scdn.co/mp3-preview/b035cafb0f885335152da450bb2bbbf92e9e6080?cid=511f219d36aa49ae99789b1efd2c51c8,2.0,1.0,0.114,0.858,0.697,0.0,0.224,-5.361,0.23,0.364,98.013,56.4
161,18009,5TlAXiBCBwiQnIZUAA4Jkg,Lil Dicky;Snoop Dogg,Professional Rapper,Professional Rapper (feat. Snoop Dogg),62,353959,True,0.684,0.621,11,-8.442,0,0.362,0.432,0.0,0.607,0.537,128.882,3,comedy,14350,7IhHBoBPWlCSrr8DCmP5ot,swQI_FNyS6M,353959.0,1.0,https://p.scdn.co/mp3-preview/97a20c65e4147979d84202906e6ddb8da6be59b5?cid=511f219d36aa49ae99789b1efd2c51c8,11.0,0.0,0.432,0.684,0.621,0.0,0.607,-8.442,0.362,0.537,128.882,56.4
162,18011,46nJ8ZPiUX4TuvCey0Wcz1,Lil Dicky,Professional Rapper,Lemme Freak,56,285894,True,0.8,0.656,5,-5.874,0,0.114,0.0143,0.0,0.354,0.437,119.921,4,comedy,14352,7IhHBoBPWlCSrr8DCmP5ot,swQI_FNyS6M,285894.0,1.0,https://p.scdn.co/mp3-preview/ae14c2f1296ac81f25bfd48154cd7457122719e3?cid=511f219d36aa49ae99789b1efd2c51c8,5.0,0.0,0.0143,0.8,0.656,0.0,0.354,-5.874,0.114,0.437,119.921,56.4
163,18052,0QGc6iFNgFB8qM4ffK04MO,Lil Dicky;Jace,Professional Rapper,Oh Well (feat. Jace of Two-9),52,208916,True,0.593,0.595,3,-11.981,1,0.626,0.788,0.0,0.107,0.268,88.098,5,comedy,14359,7IhHBoBPWlCSrr8DCmP5ot,swQI_FNyS6M,208916.0,1.0,https://p.scdn.co/mp3-preview/c39b2a532202ee5eda9e13615ffe28029e31c6f2?cid=511f219d36aa49ae99789b1efd2c51c8,3.0,1.0,0.788,0.593,0.595,0.0,0.107,-11.981,0.626,0.268,88.098,56.4
164,18053,3ji3RdsWWyuuZyehLmYj0b,Lil Dicky;Brain,Professional Rapper,Pillow Talking (feat. Brain),55,645876,True,0.919,0.362,8,-8.331,1,0.368,0.576,0.0,0.134,0.416,104.987,4,comedy,14361,7IhHBoBPWlCSrr8DCmP5ot,swQI_FNyS6M,645876.0,1.0,https://p.scdn.co/mp3-preview/8c10e3c38c91b3f23d4e417c64cc9405d1784623?cid=511f219d36aa49ae99789b1efd2c51c8,8.0,1.0,0.576,0.919,0.362,0.0,0.134,-8.331,0.368,0.416,104.987,56.4
165,18102,4roDTLs05yU9RpSBqwfKQ3,Lil Dicky,Professional Rapper,Bruh...,54,262984,True,0.906,0.888,2,-7.275,1,0.152,0.182,0.0,0.934,0.756,105.991,4,comedy,14356,7IhHBoBPWlCSrr8DCmP5ot,swQI_FNyS6M,262984.0,1.0,https://p.scdn.co/mp3-preview/cf3008abcca130b8c4a6e6c27ab98bcc9cb9cf01?cid=511f219d36aa49ae99789b1efd2c51c8,2.0,1.0,0.182,0.906,0.888,0.0,0.934,-7.275,0.152,0.756,105.991,56.4
166,18716,5354TkqoLgY6C6wnf7dLYK,Lil Dicky,Professional Rapper,White Crime,52,219936,True,0.744,0.508,2,-8.145,1,0.0709,0.0521,0.0,0.153,0.0548,83.998,4,comedy,14354,7IhHBoBPWlCSrr8DCmP5ot,swQI_FNyS6M,219936.0,1.0,https://p.scdn.co/mp3-preview/07e3d9d47381436195f565ec1ccfbac8d4be6b9b?cid=511f219d36aa49ae99789b1efd2c51c8,2.0,1.0,0.0521,0.744,0.508,0.0,0.153,-8.145,0.0709,0.0548,83.998,56.4
167,18951,2eUOoOf6q0e9FIK01SJMjT,Lil Dicky;T-Pain,Professional Rapper,Personality (feat. T Pain),47,258836,True,0.768,0.709,5,-4.87,0,0.196,0.227,0.0,0.504,0.824,95.972,4,comedy,14360,7IhHBoBPWlCSrr8DCmP5ot,swQI_FNyS6M,258836.0,1.0,https://p.scdn.co/mp3-preview/bf20264b63d14cf321a3ef8aedb6b4ecfb73aa64?cid=511f219d36aa49ae99789b1efd2c51c8,5.0,0.0,0.227,0.768,0.709,0.0,0.504,-4.87,0.196,0.824,95.972,56.4
168,19601,30VHURM5NOfoZmqp2iKawS,Kacey Musgraves,Golden Hour,Butterflies,68,219053,False,0.689,0.614,4,-6.137,0,0.0306,0.252,1.95e-05,0.178,0.411,141.97,4,country,22698,7f6xPqyaolTiziKf5R5Z0c,m8PBrunDIfI,219053.0,0.0,,4.0,0.0,0.252,0.689,0.614,1.95e-05,0.178,-6.137,0.0306,0.411,141.97,69.0
169,19659,79qxwHypONUt3AFq0WPpT9,Kacey Musgraves,Golden Hour,Rainbow,70,214293,False,0.581,0.197,3,-7.697,1,0.0329,0.88,0.0,0.107,0.349,130.367,4,country,22708,7f6xPqyaolTiziKf5R5Z0c,m8PBrunDIfI,214293.0,0.0,,3.0,1.0,0.88,0.581,0.197,0.0,0.107,-7.697,0.0329,0.349,130.367,69.0
170,20009,6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,"thank u, next",7 rings,84,178626,True,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,4,dance,25689,2fYhqwDWXjbpjaIJPEfKFw,VWjFquNG1IY,178626.0,1.0,,1.0,0.0,0.592,0.778,0.317,0.0,0.0881,-10.732,0.334,0.327,140.048,81.3
171,20012,35mvY5S1H3J2QZyna3TFe0,Ariana Grande,Positions,positions,85,172324,True,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,4,dance,26845,3euz4vS7ezKGnNSwgyvKcd,CHdCy31Ihro,172324.0,1.0,,0.0,1.0,0.468,0.737,0.802,0.0,0.0931,-4.771,0.0878,0.682,144.015,81.3
172,20013,6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Planet Her,Woman,88,172626,True,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,4,dance,29743,1nAQbHeOWTfQzbOoFrvndW,TSrMYyc9Hr0,172626.0,1.0,https://p.scdn.co/mp3-preview/01b49a95f322c2c708b48e56a9da43777620af9b?cid=511f219d36aa49ae99789b1efd2c51c8,5.0,0.0,0.0888,0.824,0.764,0.00294,0.117,-4.175,0.0854,0.881,107.998,84.2
173,20020,39LLxExYz6ewLAcYrzQQyP,Dua Lipa,Future Nostalgia,Levitating,84,203807,False,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,4,dance,26852,7fJJK56U9fHixgO0HQkhtI,tpyQzfYDh1Y,203807.0,0.0,https://p.scdn.co/mp3-preview/130e18a8f12e319b06032640c6b75e3881719684?cid=511f219d36aa49ae99789b1efd2c51c8,6.0,0.0,0.0561,0.695,0.884,0.0,0.213,-2.278,0.0753,0.914,103.014,81.0
