,Unnamed: 0_x,track_id,artists,album_name,track_name,popularity,duration_ms,explicit_x,danceability_x,energy_x,key_x,loudness_x,mode_x,speechiness_x,acousticness_x,instrumentalness_x,liveness_x,valence_x,tempo_x,time_signature,track_genre,Unnamed: 0_y,album_id,youtube_id,duration,explicit_y,preview,key_y,mode_y,acousticness_y,danceability_y,energy_y,instrumentalness_y,liveness_y,loudness_y,speechiness_y,valence_y,tempo_y,Album Rating
380,44775,7v0mtl6oInUtHOmTk2b0gC,Foo Fighters,Wasting Light,Rope,61,259026,False,0.507,0.728,11,-4.874,0,0.0382,2.52e-05,7.41e-05,0.0725,0.535,138.19,4,grunge,2398,5lnQLEUiVDkLbFJHXHQu9m,IfnHn2hWWzA,259026.0,0.0,https://p.scdn.co/mp3-preview/8a5dabcb8d40034e76dfcfaaa8c192aec6be53f1?cid=511f219d36aa49ae99789b1efd2c51c8,11.0,0.0,2.52e-05,0.507,0.728,7.41e-05,0.0725,-4.874,0.0382,0.535,138.19,65.0
381,44913,2jKnUcyrCADkeSy6gcN1qa,Foo Fighters,Medicine At Midnight,Chasing Birds,52,252293,False,0.62,0.532,2,-7.297,1,0.023,0.0392,0.0245,0.112,0.369,143.993,4,grunge,31644,1FyNZvJ6MHO01kl3ySMPdc,wvLrxrY8Y40,252293.0,0.0,https://p.scdn.co/mp3-preview/43487fa59325efe8fd2e54fcfa0340510f39e878?cid=511f219d36aa49ae99789b1efd2c51c8,2.0,1.0,0.0392,0.62,0.532,0.0245,0.112,-7.297,0.023,0.369,143.993,54.0
382,47417,0WHtcCpZnoyFlQg3Mf2cdN,Ghost,IMPERA,Spillways,72,196946,False,0.575,0.868,5,-5.004,0,0.0319,0.000207,0.00294,0.0584,0.804,128.069,4,hard-rock,32349,3fn4HfVz5dhmE0PG24rh6h,44kLX63GpT0,196946.0,0.0,,5.0,0.0,0.000207,0.575,0.868,0.00294,0.0584,-5.004,0.0319,0.804,128.069,67.8
383,47425,4xAmbn7xiy6wGOs4oaxv70,Ghost,IMPERA,Call Me Little Sunshine,72,284266,False,0.566,0.871,5,-4.833,1,0.0311,0.000674,0.00144,0.107,0.41,88.012,4,hard-rock,32350,3fn4HfVz5dhmE0PG24rh6h,44kLX63GpT0,284266.0,0.0,,5.0,1.0,0.000674,0.566,0.871,0.00144,0.107,-4.833,0.0311,0.41,88.012,67.8
384,47704,6vXceKic4ACImU0bC3oecd,Ghost,IMPERA,Darkness At The Heart Of My Love,68,298573,False,0.54,0.719,10,-5.744,1,0.0284,0.00833,0.000158,0.158,0.238,122.043,4,hard-rock,32355,3fn4HfVz5dhmE0PG24rh6h,44kLX63GpT0,298573.0,0.0,,10.0,1.0,0.00833,0.54,0.719,0.000158,0.158,-5.744,0.0284,0.238,122.043,67.8
385,47760,0flIeE1zNE9yaVXbOqjyYL,Ghost,IMPERA,Imperium,59,100400,False,0.307,0.473,4,-9.505,1,0.0316,0.000524,0.961,0.201,0.203,74.842,4,hard-rock,32347,3fn4HfVz5dhmE0PG24rh6h,44kLX63GpT0,100400.0,0.0,,4.0,1.0,0.000524,0.307,0.473,0.961,0.201,-9.505,0.0316,0.203,74.842,67.8
386,48052,3TjliM0xQ3fkza0RpINRrq,Crystal Castles,Crystal Castles,Crimewave,69,258453,False,0.746,0.691,4,-7.533,0,0.0403,0.184,0.0259,0.205,0.888,119.982,4,hardcore,140,7HJSVyFzG1sM02weSAqhdH,II-Dj_gtRL4,258453.0,0.0,https://p.scdn.co/mp3-preview/a2e662347eb1f77ca89edcdfea237ba2738386cf?cid=511f219d36aa49ae99789b1efd2c51c8,4.0,0.0,0.184,0.746,0.691,0.0259,0.205,-7.533,0.0403,0.888,119.982,66.0
387,48057,0Q2YGyMeeZMAvzebtxoQ5f,Crystal Castles,Crystal Castles,Vanished,69,242960,False,0.713,0.868,0,-6.644,0,0.0305,0.00206,9.23e-05,0.225,0.641,119.98,4,hardcore,147,7HJSVyFzG1sM02weSAqhdH,II-Dj_gtRL4,242960.0,0.0,https://p.scdn.co/mp3-preview/35a617ff3a153fd43f4d19045108791c3f75132e?cid=511f219d36aa49ae99789b1efd2c51c8,0.0,0.0,0.00206,0.713,0.868,9.23e-05,0.225,-6.644,0.0305,0.641,119.98,66.0
388,48158,14246VCxRDGZHqlMlqWSz4,Nas;A$AP Rocky;DJ Premier,Magic,Wave Gods,61,190261,True,0.601,0.938,1,-4.382,1,0.282,0.0225,0.0,0.0508,0.762,87.129,4,hardcore,33144,1tiCHRx9AI11hfcLmkGEXT,zw2UJpfIBaI,190261.0,1.0,https://p.scdn.co/mp3-preview/6f6db44f959e1e41e12fac7c26ebaf3281dbf4d6?cid=511f219d36aa49ae99789b1efd2c51c8,1.0,1.0,0.0225,0.601,0.938,0.0,0.0508,-4.382,0.282,0.762,87.129,57.0
389,48163,4bRPecD9suGW8CfNZhzjS1,Nas;Eminem;EPMD,King's Disease II,EPMD 2 (feat. Eminem & EPMD),56,214434,True,0.689,0.83,10,-4.047,0,0.302,0.121,0.0,0.318,0.703,94.566,4,hardcore,27250,6CM5qhYBvpgYNek5kYwuOJ,bC57B3zsv3k,214434.0,1.0,https://p.scdn.co/mp3-preview/c0ce648fba5a08065a99612c7447a4a9a4408ae4?cid=511f219d36aa49ae99789b1efd2c51c8,10.0,0.0,0.121,0.689,0.83,0.0,0.318,-4.047,0.302,0.703,94.566,55.5
390,48167,6E1YebXpPPtujMUljDNlOo,Crystal Castles,(III),Kerosene,67,192000,False,0.519,0.546,8,-9.368,1,0.0763,0.0827,0.0,0.133,0.0862,115.799,4,hardcore,7344,1NIfkZIYVAO6vnfmFOilHc,XtGC_QIIHnc,192000.0,0.0,,8.0,1.0,0.0827,0.519,0.546,0.0,0.133,-9.368,0.0763,0.0862,115.799,71.5
391,48354,465eCPwUAz2qz7IdQaxUui,Nas,King's Disease II,Rare,55,206777,True,0.498,0.851,8,-5.496,1,0.326,0.132,4.21e-06,0.529,0.518,78.025,4,hardcore,27251,6CM5qhYBvpgYNek5kYwuOJ,bC57B3zsv3k,206777.0,1.0,https://p.scdn.co/mp3-preview/80a1eb336471eb463080bef0eb1e6dcc54e7a023?cid=511f219d36aa49ae99789b1efd2c51c8,8.0,1.0,0.132,0.498,0.851,4.21e-06,0.529,-5.496,0.326,0.518,78.025,55.5
392,48556,6RpuNjTsUQo7eByN3kWvYx,Crystal Castles,Crystal Castles,Untrust Us,60,186373,False,0.609,0.807,11,-5.405,0,0.0283,0.0376,0.204,0.13,0.203,125.906,4,hardcore,138,7HJSVyFzG1sM02weSAqhdH,II-Dj_gtRL4,186373.0,0.0,https://p.scdn.co/mp3-preview/d2eb5c8769c7f73324772dc1d96b52ddcd6a0e55?cid=511f219d36aa49ae99789b1efd2c51c8,11.0,0.0,0.0376,0.609,0.807,0.204,0.13,-5.405,0.0283,0.203,125.906,66.0
393,48602,1iP5UMdOsGz6EdltGbbcb7,The Roots;John Legend,How I Got Over,The Fire,56,221066,False,0.67,0.956,1,-4.381,1,0.16,0.177,3.65e-05,0.726,0.337,173.966,4,hardcore,554,25sYZjutddzUpXNbeQ7bEC,a1HzLIKAQ4A,221066.0,0.0,,1.0,1.0,0.177,0.67,0.956,3.65e-05,0.726,-4.381,0.16,0.337,173.966,56.0
394,48853,0jhxxEBzlvuDqAqV9i9Iuc,Crystal Castles,Amnesty (I),Char,55,188333,False,0.396,0.844,6,-6.644,1,0.313,0.0187,0.0697,0.32,0.331,99.778,4,hardcore,18388,03CgI5yzuOcyRkkDOyCazP,EmAp9HUWu_0,188333.0,0.0,,6.0,1.0,0.0187,0.396,0.844,0.0697,0.32,-6.644,0.313,0.331,99.778,55.0
395,48955,7LbIccTR3F9yYaWmMGMKtn,Nas,Magic,40-16 Building,53,175038,True,0.451,0.881,7,-2.004,1,0.286,0.0651,0.0,0.112,0.261,178.292,4,hardcore,33141,1tiCHRx9AI11hfcLmkGEXT,zw2UJpfIBaI,175038.0,1.0,https://p.scdn.co/mp3-preview/54344d382408c657242fc99e0d1a0b323533beb3?cid=511f219d36aa49ae99789b1efd2c51c8,7.0,1.0,0.0651,0.451,0.881,0.0,0.112,-2.004,0.286,0.261,178.292,57.0
396,51051,0e8nrvls4Qqv5Rfa2UhqmO,Lil Nas X,MONTERO,THATS WHAT I WANT,87,143901,True,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,4,hip-hop,29715,6pOiDiuDQqrmo5DbG0ZubR,XU8kVIzm_D0,143901.0,1.0,https://p.scdn.co/mp3-preview/d62f4961618e4b4d40d823a11c6a6c1bf3fbd649?cid=511f219d36aa49ae99789b1efd2c51c8,1.0,0.0,0.00614,0.737,0.846,0.0,0.0486,-4.51,0.22,0.546,87.981,83.7
397,51128,1SC5rEoYDGUK4NfG82494W,Lil Nas X,MONTERO,MONTERO (Call Me By Your Name),83,137704,True,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781,4,hip-hop,29712,6pOiDiuDQqrmo5DbG0ZubR,XU8kVIzm_D0,137704.0,1.0,https://p.scdn.co/mp3-preview/a25aff06d2a2f2cf4c5d8d9a7e45ce50789cab50?cid=511f219d36aa49ae99789b1efd2c51c8,8.0,0.0,0.293,0.593,0.503,0.0,0.405,-6.725,0.22,0.71,178.781,83.7
398,51250,6DCZcSspjsKoFjzjrWoCdn,Drake,Scorpion,God's Plan,84,198973,True,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,4,hip-hop,21894,1ATL5GLyefJaxhQzSPVrLX,ljtIQkFRL1g,198973.0,1.0,,7.0,1.0,0.0332,0.754,0.449,8.29e-05,0.552,-9.211,0.109,0.357,77.169,84.0
399,51251,0F7FA14euOIX8KcbEturGH,Lil Nas X,7 EP,Old Town Road,77,113000,False,0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,4,hip-hop,25144,4IRiXE5NROxknUSAUSjMoO,IgRrcpwwzE4,113000.0,0.0,https://p.scdn.co/mp3-preview/614acab009c3c05b3e21c63cfe9d274c22c5b509?cid=511f219d36aa49ae99789b1efd2c51c8,1.0,1.0,0.0578,0.907,0.53,2.23e-06,0.101,-6.112,0.127,0.507,135.998,78.0
400,51269,5Z9KJZvQzH6PFmb8SNkxuk,Lil Nas X;Jack Harlow,MONTERO,INDUSTRY BABY (feat. Jack Harlow),81,212352,True,0.741,0.691,10,-7.395,0,0.0672,0.0221,0.0,0.0476,0.892,150.087,4,hip-hop,29714,6pOiDiuDQqrmo5DbG0ZubR,XU8kVIzm_D0,212352.0,1.0,https://p.scdn.co/mp3-preview/31e16e1bc7aad79a7785b12d6f34421943080b5b?cid=511f219d36aa49ae99789b1efd2c51c8,10.0,0.0,0.0221,0.741,0.691,0.0,0.0476,-7.395,0.0672,0.892,150.087,83.7
401,51300,1zi7xx7UVEFkmKfv06H8x0,Drake;Wizkid;Kyla,Views,One Dance,85,173986,False,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,4,hip-hop,17109,40GMAhriYJRO1rsY4YdrZb,4_U0dGWBHyY,173986.0,0.0,,1.0,1.0,0.00776,0.792,0.625,0.0018,0.329,-5.609,0.0536,0.37,103.967,85.0
402,51320,7FIWs0pqAYbP91WWM0vlTQ,Eminem;Juice WRLD,Music To Be Murdered By,Godzilla (feat. Juice WRLD),83,210800,True,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,4,hip-hop,26881,4otkd9As6YaxxEkIjXPiZ6,CRdHP88An2s,210800.0,1.0,,10.0,0.0,0.145,0.808,0.745,0.0,0.292,-5.26,0.342,0.829,165.995,83.0
403,51350,3GCdLUSnKSMJhs4Tj6CV3s,Kendrick Lamar;SZA,Black Panther The Album Music From And Inspired By,All The Stars (with SZA),83,232186,True,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,4,hip-hop,23566,3pLdWdkj83EYfDN6H2N8MR,TcMeRrIJe1M,232186.0,1.0,,8.0,1.0,0.0605,0.698,0.633,0.000194,0.0926,-4.946,0.0597,0.552,96.924,83.0
404,51450,68Dni7IE4VyPkTOH9mRWHr,J. Cole,2014 Forest Hills Drive,No Role Modelz,88,292799,True,0.69,0.521,10,-8.492,0,0.339,0.324,0.0,0.0534,0.494,100.028,4,hip-hop,11849,0UMMIkurRUmkruZ3KGBLtG,gZDyjNRDu_c,292799.0,1.0,,10.0,0.0,0.324,0.69,0.521,0.0,0.0534,-8.492,0.339,0.494,100.028,88.0
405,51463,2YpeDb67231RjR0MgVLzsG,Lil Nas X;Billy Ray Cyrus,7 EP,Old Town Road - Remix,79,157066,False,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,4,hip-hop,25137,4IRiXE5NROxknUSAUSjMoO,IgRrcpwwzE4,157066.0,0.0,https://p.scdn.co/mp3-preview/b1b4f28e5b4fc6791db78234435a20a7704c7774?cid=511f219d36aa49ae99789b1efd2c51c8,6.0,1.0,0.0533,0.878,0.619,0.0,0.113,-5.56,0.102,0.639,136.041,78.0
406,51500,7KXjTSCq5nL1LoYtL7XAwS,Kendrick Lamar,DAMN.,HUMBLE.,84,177000,True,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,4,hip-hop,19256,4eLPsYPBmXABThSJ821sqY,RIGINiBYxis,177000.0,1.0,,1.0,0.0,0.000282,0.908,0.621,5.39e-05,0.0958,-6.638,0.102,0.421,150.011,84.0
407,51600,1fewSx2d5KIZ04wsooEBOz,Metro Boomin;Gunna,NOT ALL HEROES WEAR CAPES (Deluxe),Space Cadet (feat. Gunna),81,203266,True,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,4,hip-hop,22442,3IO8IPjwXuzPJnoaqkwYrj,oHIXPOHr6JI,203266.0,1.0,,5.0,0.0,0.368,0.901,0.464,1.71e-05,0.238,-9.789,0.0645,0.638,109.004,81.0
408,51614,6or1bKJiZ06IlK0vFvY75k,Eminem,The Marshall Mathers LP2 (Deluxe),Rap God,78,363521,True,0.708,0.843,7,-2.66,1,0.314,0.397,0.0,0.799,0.625,148.14,4,hip-hop,9364,6DN7GcZF1HywzrkGN6Eeqk,K2uBdDrUIqU,363521.0,1.0,,7.0,1.0,0.397,0.708,0.843,0.0,0.799,-2.66,0.314,0.625,148.14,78.0
409,51650,0fX4oNGBWO3dSGUZcVdVV2,Kendrick Lamar,Mr. Morale & The Big Steppers,N95,83,195950,True,0.79,0.67,1,-5.527,1,0.105,0.377,2.32e-06,0.119,0.408,139.956,4,hip-hop,31975,79ONNoS4M9tfIA1mYLBYVX,gHQE7tULx6c,195950.0,1.0,,1.0,1.0,0.377,0.79,0.67,2.32e-06,0.119,-5.527,0.105,0.408,139.956,82.5
410,51700,40iJIUlhi6renaREYGeIDS,Drake;Travis Scott,Certified Lover Boy,Fair Trade (with Travis Scott),83,291175,True,0.666,0.465,1,-8.545,1,0.26,0.0503,0.0,0.215,0.292,167.937,4,hip-hop,29497,3SpBlxme9WbeQdI9kx7KAV,k6ppxsRfZMA,291175.0,1.0,,1.0,1.0,0.0503,0.666,0.465,0.0,0.215,-8.545,0.26,0.292,167.937,83.0
411,51750,2g6tReTlM2Akp41g0HaeXN,Kendrick Lamar;Blxst;Amanda Reifer,Mr. Morale & The Big Steppers,Die Hard,82,239026,True,0.775,0.736,1,-8.072,0,0.247,0.319,0.00116,0.127,0.362,100.988,4,hip-hop,31977,79ONNoS4M9tfIA1mYLBYVX,gHQE7tULx6c,239026.0,1.0,,1.0,0.0,0.319,0.775,0.736,0.00116,0.127,-8.072,0.247,0.362,100.988,82.5
412,51751,59nOXPmaKlBfGMDeOVGrIK,Future;Drake;Tems,I NEVER LIKED YOU,WAIT FOR U (feat. Drake & Tems),89,189893,True,0.463,0.642,1,-4.474,1,0.34,0.314,0.0,0.0686,0.339,83.389,4,hip-hop,32404,6tE9Dnp2zInFij4jKssysL,gwX3MPBJGcU,189893.0,1.0,https://p.scdn.co/mp3-preview/a225651eb324272ab25dbf3b757db8d6420b0f4a?cid=511f219d36aa49ae99789b1efd2c51c8,1.0,1.0,0.314,0.463,0.642,0.0,0.0686,-4.474,0.34,0.339,83.389,89.0
413,51752,2xLMifQCjDGFmkHkpNLD9h,Travis Scott,ASTROWORLD,SICKO MODE,83,312820,True,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,4,hip-hop,21813,41GuZcammIkupMPKH2OJ6I,t4RjOz8dKro,312820.0,1.0,https://p.scdn.co/mp3-preview/fdacf2ab74a6022499f95f0d196a6a41bea5f406?cid=511f219d36aa49ae99789b1efd2c51c8,8.0,1.0,0.00513,0.834,0.73,0.0,0.124,-3.714,0.222,0.446,155.008,75.6
414,51753,7ycWLEP1GsNjVvcjawXz3z,A$AP Rocky;Skepta,TESTING,Praise The Lord (Da Shine) (feat. Skepta),82,205040,True,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,4,hip-hop,22391,3MATDdrpHmQCmuOcozZjDa,1C33F3MAGuU,205040.0,1.0,https://p.scdn.co/mp3-preview/7bbefebca9a14faaf3fa49e25d8243a7fa2e79dd?cid=511f219d36aa49ae99789b1efd2c51c8,5.0,0.0,0.0609,0.854,0.569,0.0816,0.1,-8.151,0.106,0.294,80.015,82.0
415,51761,0Fs9cdPDhptWEDJmiCbkEW,J. Cole;Cults;Amber Coffman,Born Sinner (Deluxe Version),She Knows (feat. Amber Coffman & Cults),82,296520,True,0.766,0.74,1,-10.363,1,0.0807,0.0193,0.0784,0.229,0.183,118.008,4,hip-hop,10677,5FP9keIJnlSCKnkdVOf623,JSjc0XzeImg,296520.0,1.0,,1.0,1.0,0.0193,0.766,0.74,0.0784,0.229,-10.363,0.0807,0.183,118.008,82.0
416,53301,11kDth1aKUEUMq9r1pqyds,Travis Scott,ASTROWORLD,5% TINT,79,196138,True,0.712,0.481,4,-5.415,0,0.0487,0.173,0.0,0.241,0.062,140.0,4,house,21819,41GuZcammIkupMPKH2OJ6I,t4RjOz8dKro,196138.0,1.0,https://p.scdn.co/mp3-preview/fe87ea940ab9a555b3b66344df1d874075223523?cid=511f219d36aa49ae99789b1efd2c51c8,4.0,0.0,0.173,0.712,0.481,0.0,0.241,-5.415,0.0487,0.062,140.0,75.6
417,53351,2cYqizR4lgvp4Qu6IQ3qGN,Travis Scott,ASTROWORLD,BUTTERFLY EFFECT,79,190557,False,0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958,4,house,21825,41GuZcammIkupMPKH2OJ6I,t4RjOz8dKro,190557.0,0.0,https://p.scdn.co/mp3-preview/491843672c1de55de30d0a035c88e48169c66f1d?cid=511f219d36aa49ae99789b1efd2c51c8,11.0,1.0,0.0531,0.763,0.628,0.0,0.114,-5.85,0.05,0.193,140.958,75.6
418,53354,7wBJfHzpfI3032CSD7CE2m,Travis Scott,ASTROWORLD,STARGAZING,75,270714,True,0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,4,house,21811,41GuZcammIkupMPKH2OJ6I,t4RjOz8dKro,270714.0,1.0,https://p.scdn.co/mp3-preview/f53fedf6b06b2fd93d381b72d73bb71cd344eeaf?cid=511f219d36aa49ae99789b1efd2c51c8,8.0,1.0,0.00947,0.487,0.789,4.05e-06,0.189,-3.69,0.044,0.0564,150.007,75.6
419,53401,7lAK3oHbfEnvUQWosrMMpR,Travis Scott,ASTROWORLD,YOSEMITE,75,150043,True,0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047,4,house,21822,41GuZcammIkupMPKH2OJ6I,t4RjOz8dKro,150043.0,1.0,https://p.scdn.co/mp3-preview/6048e5c101a573035683ca5c24de2b43835a11c9?cid=511f219d36aa49ae99789b1efd2c51c8,0.0,1.0,0.283,0.785,0.554,3.4e-06,0.116,-6.571,0.0409,0.144,128.047,75.6
420,53452,27a1mYSG5tYg7dmEjWBcmL,Travis Scott,ASTROWORLD,CAN'T SAY,76,198408,True,0.702,0.708,10,-5.366,0,0.0547,0.201,0.0,0.118,0.713,147.98,4,house,21823,41GuZcammIkupMPKH2OJ6I,t4RjOz8dKro,198408.0,1.0,https://p.scdn.co/mp3-preview/930100361a8b629715584b3ce85c6803e0ccbc49?cid=511f219d36aa49ae99789b1efd2c51c8,10.0,0.0,0.201,0.702,0.708,0.0,0.118,-5.366,0.0547,0.713,147.98,75.6
421,53604,6OaVWaGfhXn70ZJfdVcabn,Travis Scott,ASTROWORLD,NO BYSTANDERS,73,218283,True,0.731,0.811,1,-3.225,1,0.0712,0.0204,0.0,0.411,0.426,147.045,4,house,21816,41GuZcammIkupMPKH2OJ6I,t4RjOz8dKro,218283.0,1.0,https://p.scdn.co/mp3-preview/86116c70d97aab1d081d162bdd55358304224918?cid=511f219d36aa49ae99789b1efd2c51c8,1.0,1.0,0.0204,0.731,0.811,0.0,0.411,-3.225,0.0712,0.426,147.045,75.6
422,53659,1wHZx0LgzFHyeIZkUydNXq,Travis Scott,Rodeo (Expanded Edition),Antidote,74,262693,True,0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,4,house,12707,4PWBTB6NYSKQwfo79I3prg,OUzEUsNepC4,262693.0,1.0,https://p.scdn.co/mp3-preview/6eb248e92afb947cfa2c52b84396f8873d76a01c?cid=511f219d36aa49ae99789b1efd2c51c8,1.0,1.0,0.00767,0.713,0.526,0.000148,0.124,-5.046,0.032,0.131,131.05,74.0
423,53755,4MXhiYIRDMGAuvZc5IFTwC,Travis Scott,ASTROWORLD,ASTROTHUNDER,74,142969,True,0.7,0.46,4,-8.111,0,0.0661,0.142,4.81e-05,0.111,0.286,151.901,4,house,21821,41GuZcammIkupMPKH2OJ6I,t4RjOz8dKro,142969.0,1.0,https://p.scdn.co/mp3-preview/7b1c4e59ec76ed947f6808d003e9ae196959afa8?cid=511f219d36aa49ae99789b1efd2c51c8,4.0,0.0,0.142,0.7,0.46,4.81e-05,0.111,-8.111,0.0661,0.286,151.901,75.6
424,53800,20MuVazoNMv6xjKPnRFOxG,Travis Scott,ASTROWORLD,WAKE UP,70,231963,True,0.741,0.645,11,-5.116,0,0.0963,0.192,0.0,0.163,0.488,149.07,4,house,21818,41GuZcammIkupMPKH2OJ6I,t4RjOz8dKro,231963.0,1.0,https://p.scdn.co/mp3-preview/7d2cf0b317c5005f2398e0117f4c2c60399acb92?cid=511f219d36aa49ae99789b1efd2c51c8,11.0,0.0,0.192,0.741,0.645,0.0,0.163,-5.116,0.0963,0.488,149.07,75.6
425,53850,6NMtzpDQBTOfJwMzgMX0zl,Travis Scott,ASTROWORLD,SKELETONS,72,145588,True,0.46,0.686,0,-5.948,0,0.0367,0.00146,0.0,0.375,0.252,148.054,4,house,21817,41GuZcammIkupMPKH2OJ6I,t4RjOz8dKro,145588.0,1.0,https://p.scdn.co/mp3-preview/3a43722b4a72fac3d3b7d95584f53dfea8296e59?cid=511f219d36aa49ae99789b1efd2c51c8,0.0,0.0,0.00146,0.46,0.686,0.0,0.375,-5.948,0.0367,0.252,148.054,75.6
426,54570,7eMBsNnxJ0oTy4frrkqdgg,Luke Abbott,Holkham Drones,Sirens for the Colour,9,301546,False,0.59,0.341,0,-18.156,1,0.0282,0.851,0.92,0.109,0.158,110.012,3,idm,1595,2x1yXwFPvn4ssDc5vavFEi,czrckuVdzUk,301546.0,0.0,https://p.scdn.co/mp3-preview/eab9bbcc21b114ec37c17ce4d0f1f9e688fe63fa?cid=511f219d36aa49ae99789b1efd2c51c8,0.0,1.0,0.851,0.59,0.341,0.92,0.109,-18.156,0.0282,0.158,110.012,9.5
427,54639,4Ajgj2GWt8kZo2gnYpWnn6,Luke Abbott,Holkham Drones,Trans Forest Alignment,10,297333,False,0.528,0.458,9,-11.783,1,0.0374,0.0142,0.937,0.12,0.0377,126.027,4,idm,1594,2x1yXwFPvn4ssDc5vavFEi,czrckuVdzUk,297333.0,0.0,https://p.scdn.co/mp3-preview/ec7a7c2d2dc6401cc49f7402e2acf09187f3e244?cid=511f219d36aa49ae99789b1efd2c51c8,9.0,1.0,0.0142,0.528,0.458,0.937,0.12,-11.783,0.0374,0.0377,126.027,9.5
428,56050,7B3z0ySL9Rr0XvZEAjWZzM,Clairo,Immunity,Sofia,81,188386,False,0.744,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,4,indie-pop,26092,4kkVGtCqE2NiAKosri9Rnd,7kJNJCzFeFM,188386.0,0.0,,0.0,1.0,0.598,0.744,0.619,0.00372,0.231,-9.805,0.039,0.641,112.997,69.0
429,56064,40YcuQysJ0KlGQTeGUosTC,G-Eazy;Bebe Rexha,When It's Dark Out,"Me, Myself & I",78,251466,True,0.756,0.674,0,-6.518,0,0.0959,0.0184,0.0,0.158,0.389,111.995,4,indie-pop,14452,09Q3WwGYsQe5ognkvVkmCu,nuxmYZM4wOA,251466.0,1.0,https://p.scdn.co/mp3-preview/af1c51213be4a3741dda5180198566ad86366976?cid=511f219d36aa49ae99789b1efd2c51c8,0.0,0.0,0.0184,0.756,0.674,0.0,0.158,-6.518,0.0959,0.389,111.995,78.0
430,56156,6nzXkCBOhb2mxctNihOqbb,M.I.A.,Matangi,Bad Girls,76,227520,False,0.639,0.912,1,-2.621,1,0.0615,0.00107,0.0,0.097,0.343,143.448,4,indie-pop,2462,3dAxXNscIj0p53lBMEziYR,tmgAH3ytu0Y,227520.0,0.0,,1.0,1.0,0.00107,0.639,0.912,0.0,0.097,-2.621,0.0615,0.343,143.448,76.0
431,56207,2enPRFda84VE2wtI8c86Uf,Cults,Static,Always Forever,81,223746,False,0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,4,indie-pop,11445,6WnfWrfsfu7T9TXbHIFHX9,WedevnI57u0,223746.0,0.0,https://p.scdn.co/mp3-preview/afc5ab98fc4b523c8680d7a80576b0a1d28b32fe?cid=511f219d36aa49ae99789b1efd2c51c8,8.0,1.0,0.00181,0.174,0.742,0.281,0.198,-5.93,0.0485,0.36,163.378,81.0
432,56238,3jjsRKEsF42ccXf8kWR3nu,Mitski,Be the Cowboy,Washing Machine Heart,83,128198,False,0.613,0.822,9,-4.087,1,0.026,0.0092,0.506,0.429,0.567,105.997,4,indie-pop,22332,42cH7mrkfljkqkxA2Ip9Xq,Rok6VEyNoFU,128198.0,0.0,https://p.scdn.co/mp3-preview/aa4073085d84897475a94110ddda62b20cf96310?cid=511f219d36aa49ae99789b1efd2c51c8,9.0,1.0,0.0092,0.613,0.822,0.506,0.429,-4.087,0.026,0.567,105.997,79.3
433,56501,0rRjGruFonCGOt0S5zAJNQ,Glass Animals,How To Be A Human Being,The Other Side Of Paradise,72,320654,True,0.689,0.338,11,-7.634,0,0.0629,0.349,5.7e-05,0.0649,0.568,128.012,4,indie-pop,18172,6qb9MDR0lfsN9a2pw77uJy,fWxQJiyLK1k,320654.0,1.0,,11.0,0.0,0.349,0.689,0.338,5.7e-05,0.0649,-7.634,0.0629,0.568,128.012,69.5
434,56518,6UFivO2zqqPFPoQYsEMuCc,Clairo,Immunity,Bags,75,260519,False,0.742,0.546,1,-7.694,1,0.0315,0.172,0.38,0.115,0.868,104.996,4,indie-pop,26090,4kkVGtCqE2NiAKosri9Rnd,7kJNJCzFeFM,260519.0,0.0,,1.0,1.0,0.172,0.742,0.546,0.38,0.115,-7.694,0.0315,0.868,104.996,69.0
